img_id;img_path;pred_bbox;noun;target_bbox;iou
0;data/roboflow/screwdriver_19_jpg.rf.6250085fa1d7df8666abd0f2a6b03e19.jpg;[58.184696197509766, 35.62972640991211, 265.4827575683594, 189.25326538085938];graspable handle;[213, 116, 254.85, 186];0.09198997400397858
1;data/roboflow/glue_13_jpg.rf.0df8478932e9b34ba87460e9bfd87b01.jpg;[373.53375244140625, 75.85134887695312, 529.25537109375, 165.37745666503906];button to press with index finger;[249, 697.8299999999999, 317.33, 717];0.0
2;data/roboflow/saw_18_jpg.rf.ab0a958d9006ec43edf55d35ca68d3de.jpg;[113.05701446533203, 31.579944610595703, 515.9533081054688, 478.11883544921875];button to press with index finger;[410, 318.82, 425.45, 347];0.0024200086094377025
3;data/roboflow/solder_14_jpg.rf.51572171683d9fb98c4af7058ac33310.jpg;[57.33040237426758, 32.774253845214844, 243.3175811767578, 104.16020202636719];graspable handle;[123, 65, 221, 83];0.1328626289736413
4;data/roboflow/wacker_2_jpg.rf.d87338dbcfe8c38ef9f1aebd1f6c5e62.jpg;[0.0, 101.54920196533203, 677.82666015625, 324.0754699707031];button to press with index finger;[311, 136.86, 333.86, 149];0.0018399032305114625
5;data/roboflow/wrench_18_jpg.rf.14cf4c6c94b5729b581f65caf6cb8a50.jpg;[38.777164459228516, 5.449846267700195, 669.573486328125, 674.939697265625];graspable handle;[329, 158.75, 592.12, 410];0.15654052311800884
6;data/roboflow/saw_2_jpg.rf.72f9810ddb3e1e20ee87f6da5f52fabb.jpg;[8.641934394836426, 7.379132270812988, 1200.0, 900.0];button to press with index finger;[543, 686, 609.4300000000001, 716];0.0018740283744428092
7;data/roboflow/solder_11_jpg.rf.7aa6405f7bb7683bab7f4c9be42ffc63.jpg;[301.1303405761719, 41.4672737121582, 489.0709533691406, 180.27392578125];graspable handle;[364, 212.24, 419.89, 284];0.0
8;data/roboflow/saw_4_jpg.rf.2e854c7822c53ccda24e718afee152d1.jpg;[106.7392578125, 62.434959411621094, 1190.8045654296875, 1158.1414794921875];button to press with index finger;[511, 506, 549, 600];0.003007196158741918
9;data/roboflow/screwdriver_15_jpg.rf.8acaf201eba6395a5242d168d1a5a978.jpg;[811.4712524414062, 725.8939208984375, 1081.0723876953125, 972.595947265625];graspable handle;[864, 251, 1064, 426];0.0
10;data/roboflow/allen_9_jpg.rf.df991db918e51a8a83d037dfcec94b82.jpg;[408.3636169433594, 157.35169982910156, 798.9891357421875, 244.80221557617188];graspable handle;[271, 223.33000000000004, 426.83000000000004, 425];0.006082426713435087
11;data/roboflow/glue_7_jpg.rf.5bb8f616e9372edbbeddb27fc765e336.jpg;[187.6918487548828, 18.307600021362305, 578.8395385742188, 328.7472229003906];button to press with index finger;[331, 142.06, 343.19, 178];0.003607977841360013
12;data/roboflow/drill_12_jpg.rf.86686d019ed7cf722ad3d8a677027769.jpg;[42.107791900634766, 37.99638748168945, 174.67129516601562, 141.2427215576172];button to press with index finger;[114, 82.51, 125.62, 89];0.005510007777500658
13;data/roboflow/screwdriver_18_jpg.rf.4beea6c8b01da09b5e98e8265415572f.jpg;[526.9957275390625, 627.0014038085938, 693.7844848632812, 1131.1534423828125];graspable handle;[532, 108, 686, 505];0.0
14;data/roboflow/drill_0_jpg.rf.212ff2df5d728e39f939fd1dd4bcbb12.jpg;[15.641999244689941, 26.821170806884766, 1170.3143310546875, 581.5458984375];button to press with index finger;[524, 379.37, 635.88, 435];0.009716844051060672
15;data/roboflow/nail_9_jpg.rf.3942bd693506149a09dec087470d9cb5.jpg;[40.48719787597656, 19.653011322021484, 497.2447204589844, 464.3054504394531];button to press with index finger;[317, 209.62, 335.85, 235];0.0023555730917574538
16;data/roboflow/glue_9_jpg.rf.7b6a82df2f4c1b116a5e2bdd2cfe3c15.jpg;[36.75905990600586, 35.499813079833984, 43.88654708862305, 74.30970764160156];button to press with index finger;[79, 98.27, 92.97, 109];0.0
17;data/roboflow/drill_16_jpg.rf.cadd6d5497ef2a4c016c9832375a457c.jpg;[26.99859046936035, 53.76677322387695, 676.9542846679688, 650.9092407226562];button to press with index finger;[283, 395, 316.89, 440];0.003929364989819264
18;data/roboflow/nail_5_jpg.rf.ca1eee2f9c7757408ee343df35fc1ea6.jpg;[34.609466552734375, 3.495473861694336, 434.50537109375, 320.0];button to press with index finger;[227, 183.37, 252, 206];0.004469898702905354
19;data/roboflow/nail_7_jpg.rf.3e0076daeb458ae570dbf132f6fdfe7d.jpg;[279.1775817871094, 44.173213958740234, 1099.9139404296875, 621.477783203125];button to press with index finger;[530, 314.75, 561.88, 361];0.003111869541516301
20;data/roboflow/nail_14_jpg.rf.150a2f2104fc95ae39d31e17eaa03196.jpg;[64.01387023925781, 181.59873962402344, 634.5303344726562, 1026.112548828125];button to press with index finger;[589, 424, 610, 509];0.0037047873324869145
21;data/roboflow/solder_10_jpg.rf.fa9d6f121c57717ec26d23a194ec2e93.jpg;[233.94284057617188, 111.61312866210938, 571.3889770507812, 273.1958923339844];graspable handle;[192, 89.18, 330.13, 167];0.0888698950260809
22;data/roboflow/wrench_1_jpg.rf.1dca8e4e8d41fe556db62ebb6fce40d9.jpg;[174.0672607421875, 162.91648864746094, 393.3548889160156, 259.3348083496094];graspable handle;[176, 111.59000000000003, 360.7, 206];0.25985156105248797
23;data/roboflow/screwdriver_4_jpg.rf.3e9089aafa51caaccba91397ff711ccc.jpg;[148.84814453125, 176.90943908691406, 312.5439147949219, 333.0615539550781];graspable handle;[181, 68, 309.34000000000003, 195];0.05872049732198717
24;data/roboflow/wrench_8_jpg.rf.84a4a4861e86f1c1176767964d453fcf.jpg;[17.480146408081055, 88.03443908691406, 330.1139221191406, 379.27642822265625];graspable handle;[118, 119, 313.33000000000004, 285];0.35611244724177055
25;data/roboflow/hammer_14_jpg.rf.9f9e774553b5d79ab6a80096d9e248e7.jpg;[208.23036193847656, 66.67993927001953, 389.94097900390625, 239.0125732421875];graspable handle;[437, 105, 626, 307];0.0
26;data/roboflow/screwdriver_16_jpg.rf.7ecda12851ea53649db62e4c1ec00d34.jpg;[542.0430908203125, 93.48880767822266, 1203.3494873046875, 508.95477294921875];graspable handle;[169, 252.16000000000008, 559, 523];0.011580250083195359
27;data/roboflow/allen_1_jpg.rf.5b9dbe6b90dbb311d50ce0bf7cdd94af.jpg;[26.46617889404297, 526.8430786132812, 1170.181884765625, 748.78564453125];graspable handle;[184, 478, 1170, 569];0.13763885606112428
28;data/roboflow/screwdriver_12_jpg.rf.fb58d324f595dce4a1561b146bf1e823.jpg;[484.7692565917969, 31.940067291259766, 599.8988037109375, 441.8697814941406];graspable handle;[500, 420.22, 588.89, 658];0.028979682670299114
29;data/roboflow/screwdriver_11_jpg.rf.86ab0bb274d61307b1c8c456a1da45eb.jpg;[83.23072814941406, 23.36176300048828, 143.3845672607422, 88.64507293701172];graspable handle;[93, 99.84, 125.82, 135];0.0
30;data/roboflow/wrench_16_jpg.rf.703192c2275ab50e76511cd07c5f0fa9.jpg;[65.05654907226562, 330.59674072265625, 783.3244018554688, 892.9013671875];graspable handle;[306, 500, 691, 797];0.28311253125781394
31;data/roboflow/saw_0_jpg.rf.e6961a1c0a9f05470005a80d79862f58.jpg;[85.64232635498047, 278.3113098144531, 1120.65869140625, 931.9846801757812];button to press with index finger;[678, 554, 742, 580];0.0024594914234714865
32;data/roboflow/hammer_8_jpg.rf.53462f20f1fa485c80c9518436da3e42.jpg;[51.97138977050781, 481.4364013671875, 257.7264709472656, 580.6231079101562];graspable handle;[129, 244, 195, 558];0.14005935649372336
33;data/roboflow/allen_11_jpg.rf.a6c767081f97c455a64eb5ba085342fa.jpg;[785.15869140625, 170.81402587890625, 2088.415283203125, 1066.992919921875];graspable handle;[805, 2696.5, 1862.5, 3069];0.0
34;data/roboflow/glue_10_jpg.rf.ae54febb95813097775309389f29c77e.jpg;[55.752593994140625, 1.2609260082244873, 199.68301391601562, 177.6640625];button to press with index finger;[110, 70.9, 137.34, 97];0.028104775620682396
35;data/roboflow/solder_7_jpg.rf.3fa9b0142c7c519b08f9b792668d0360.jpg;[196.41250610351562, 74.72161865234375, 398.8628234863281, 635.1500244140625];graspable handle;[140, 559, 222, 856];0.014341416834165737
36;data/roboflow/solder_12_jpg.rf.141cf71e923c9580c70f71e929b811fa.jpg;[282.6310119628906, 34.334346771240234, 739.0499267578125, 359.4559326171875];graspable handle;[664, 414, 750.87, 664];0.0
37;data/roboflow/solder_0_jpg.rf.d748f8da95299784b7e2496fd1026295.jpg;[265.3500061035156, 826.0006103515625, 2761.747314453125, 1543.6170654296875];graspable handle;[1388, 1539, 2438, 1979];0.0021559644835222997
38;data/roboflow/allen_2_jpg.rf.7a42d727fb9820c4dd80dde675364208.jpg;[161.34861755371094, 7.015064239501953, 683.0, 296.2018127441406];graspable handle;[217, 894.34, 581.1700000000001, 986];0.0
39;data/roboflow/nail_16_jpg.rf.643dc073f89e2c1d30be10cd1f3078c3.jpg;[62.84395217895508, 23.15316390991211, 536.5859375, 371.8519592285156];button to press with index finger;[276, 243, 313.33, 264];0.004745532608442722
40;data/roboflow/saw_14_jpg.rf.bf77b5a93a3a0d5749379e266d44cb5e.jpg;[3.9657652378082275, 29.256977081298828, 934.4866333007812, 646.8654174804688];button to press with index finger;[407, 489.34000000000003, 423.67, 551];0.0017885446251849394
41;data/roboflow/glue_3_jpg.rf.1357ae167c4ec9c85e80bd5e17b03c64.jpg;[140.0079345703125, 236.52890014648438, 612.0632934570312, 777.8919067382812];button to press with index finger;[290, 543, 424.15999999999997, 593];0.026248926468318074
42;data/roboflow/solder_5_jpg.rf.8386acfec94c47292d320319ceffefe5.jpg;[307.4429016113281, 256.9117431640625, 414.3288879394531, 657.643310546875];graspable handle;[341, 207.87, 381.63, 421];0.14873135177046445
43;data/roboflow/hammer_5_jpg.rf.111cf96c55a3c37f56afe7dc3f6224ee.jpg;[138.49729919433594, 140.40711975097656, 604.0501098632812, 456.6737365722656];graspable handle;[308, 115, 411, 594];0.19863043806853234
44;data/roboflow/saw_16_jpg.rf.08cb5bb3f895e6ddf476231d93cc87fc.jpg;[578.7545776367188, 304.2864685058594, 897.5955200195312, 562.6593627929688];button to press with index finger;[430, 902, 483, 970];0.0
45;data/roboflow/hammer_3_jpg.rf.d5d45780df9c29adadeb71cb01ef8fff.jpg;[349.38653564453125, 119.21121215820312, 585.1325073242188, 992.5037231445312];graspable handle;[432, 233, 518, 700];0.1950793570370382
46;data/roboflow/allen_15_jpg.rf.84eacc06d0a77038d94e690f48ed9b39.jpg;[3.168344497680664, 397.17523193359375, 996.5808715820312, 617.6421508789062];graspable handle;[143, 380.83000000000004, 855.5, 450];0.1631732988915408
47;data/roboflow/drill_11_jpg.rf.2af05b31d23bbe92e005ce105e1800f0.jpg;[255.12664794921875, 114.71614074707031, 1155.763916015625, 884.8978881835938];button to press with index finger;[679, 389.14, 708.28, 467];0.0032865658309703116
48;data/roboflow/allen_13_jpg.rf.a0f01b6dde96397f10899cc21473aa0e.jpg;[3.358152389526367, 3.7456512451171875, 155.28578186035156, 146.56207275390625];graspable handle;[33, 186.25, 119.25, 268];0.0
49;data/roboflow/glue_2_jpg.rf.8a15037652e0c691b02a6e546d5a1bbf.jpg;[4.725808620452881, 14.713257789611816, 488.1637268066406, 995.50244140625];button to press with index finger;[138, 617.83, 180.5, 767];0.013370696811394476
50;data/roboflow/wrench_11_jpg.rf.89e651e4fa1e825d7ca9187a175200b6.jpg;[32.95355224609375, 37.45920181274414, 190.78643798828125, 185.9005584716797];graspable handle;[50, 130.93, 117.96, 170];0.1133298645035259
51;data/roboflow/wacker_16_jpg.rf.2147f7f6bf8bb1e498199e5d7b08b40a.jpg;[119.49758911132812, 343.1857604980469, 1435.599853515625, 1079.8760986328125];button to press with index finger;[935, 788.75, 986.25, 835];0.002444730532109792
52;data/roboflow/wacker_15_jpg.rf.749dc2f49bd5654fdbe3747de8cf48bb.jpg;[47.27193069458008, 142.7650604248047, 553.6050415039062, 308.7057800292969];button to press with index finger;[357, 217.57, 377.71, 229];0.002817325537510503
53;data/roboflow/glue_6_jpg.rf.619ad5b67a361a53be56c8fbfdfc7b12.jpg;[36.811729431152344, 11.735422134399414, 194.01600646972656, 217.6864013671875];button to press with index finger;[104, 139.74, 116.96000000000001, 159];0.007709621647737096
54;data/roboflow/saw_19_jpg.rf.8f47d8dbf342a941d9de7a54cd7d4ef8.jpg;[102.40673065185547, 155.14230346679688, 181.54925537109375, 220.66604614257812];button to press with index finger;[244, 328.69, 267.12, 334];0.0
55;data/roboflow/drill_6_jpg.rf.3f895b36079933bf8e2e59fbbb0bcc0a.jpg;[252.49554443359375, 198.97421264648438, 1105.876953125, 841.0964965820312];button to press with index finger;[646, 386.85, 661, 459];0.00197499806934026
56;data/roboflow/hammer_4_jpg.rf.be49520bcdc487c23b0f5cdfc8555d03.jpg;[114.22905731201172, 105.45441436767578, 220.36241149902344, 131.41546630859375];graspable handle;[112, 95.97, 218.48000000000002, 118];0.34479846706461925
57;data/roboflow/allen_6_jpg.rf.e32dab49b55efbfb4ef83c50b633003f.jpg;[108.94152069091797, 68.1160659790039, 286.5819396972656, 143.46142578125];graspable handle;[102, 336.23, 284.31, 412];0.0
58;data/roboflow/nail_1_jpg.rf.ca3b1c00b4cee0fd6983ddacc4edd612.jpg;[142.2324676513672, 103.1133804321289, 849.3079223632812, 567.4095458984375];button to press with index finger;[335, 254, 364.5, 287];0.002965344107323802
59;data/roboflow/screwdriver_6_jpg.rf.e8fbf1ef6ec0bca566d011cc989bcbc9.jpg;[28.6697940826416, 72.8758773803711, 395.0726013183594, 379.5282897949219];graspable handle;[545, 148, 898.5699999999999, 448];0.0
60;data/roboflow/saw_10_jpg.rf.369ecf7a1cbcd7bee2dd4631e4e7cd77.jpg;[649.8840942382812, 0.17035380005836487, 960.5181274414062, 109.71378326416016];button to press with index finger;[784, 501, 804.62, 541];0.0
61;data/roboflow/solder_18_jpg.rf.f3ae27d2c6d71f6cdae4c97a5da3103e.jpg;[1.0804272890090942, 26.968290328979492, 154.97691345214844, 165.76779174804688];graspable handle;[44, 96.44, 115.48, 152];0.18592173815107405
62;data/roboflow/wrench_4_jpg.rf.1bc53859ca2ff1f67ea1c393537bae51.jpg;[142.64315795898438, 285.4096374511719, 1052.4364013671875, 846.6224975585938];graspable handle;[597, 138.43000000000006, 914.86, 497];0.12068062846025177
63;data/roboflow/wacker_3_jpg.rf.43e9ae0cfc9d836d36e66e0220e97f1f.jpg;[0.0, 138.11196899414062, 715.6148071289062, 686.3977661132812];button to press with index finger;[217, 424.66999999999996, 252.82999999999998, 438];0.0012172804395325614
64;data/roboflow/allen_3_jpg.rf.f452a3b83561eb67c6141ea368168648.jpg;[87.4683837890625, 149.92933654785156, 716.5731201171875, 440.6585388183594];graspable handle;[142, 176.5, 555.5, 430];0.5731151197860136
65;data/roboflow/wacker_5_jpg.rf.534ac3f6e093b02ebc610cf9b31141c3.jpg;[852.1242065429688, 531.1620483398438, 1198.0858154296875, 627.0479736328125];button to press with index finger;[898, 603, 937, 618];0.01763490378179727
66;data/roboflow/screwdriver_7_jpg.rf.fef662b242509997a0395209c9f8f941.jpg;[169.72608947753906, 13.080048561096191, 207.97288513183594, 95.52400207519531];graspable handle;[173, 331.67, 204.34, 383];0.0
67;data/roboflow/hammer_10_jpg.rf.295b81df7c4e3044a1fa86ecb6959009.jpg;[500.5066223144531, 504.63427734375, 1004.6760864257812, 606.273681640625];graspable handle;[523, 484.66999999999996, 976.3399999999999, 568];0.47643503621889705
68;data/roboflow/wrench_10_jpg.rf.dc0edb1bb8d02dc9c1059b588df7d8f0.jpg;[830.8729248046875, 289.1946716308594, 1267.7349853515625, 550.8010864257812];graspable handle;[913, 740, 1244, 980];0.0
69;data/roboflow/hammer_18_jpg.rf.dfe188c41f795463dbcc7babd994c330.jpg;[97.82665252685547, 40.16926193237305, 189.18780517578125, 390.46856689453125];graspable handle;[127, 16.33000000000004, 168.32999999999998, 205];0.206506691565175
70;data/roboflow/screwdriver_5_jpg.rf.575f3ba9ba3035af307fe1c80d0066f1.jpg;[1308.54638671875, 1242.246826171875, 2367.150390625, 1699.25732421875];graspable handle;[1590, 609.5, 2378.75, 932];0.0
71;data/roboflow/screwdriver_10_jpg.rf.e90b90d3657072e118d91fa1188f2e8e.jpg;[203.3135528564453, 243.93402099609375, 249.6387939453125, 301.5070495605469];graspable handle;[101, 267.78999999999996, 166.70999999999998, 436];0.0
72;data/roboflow/saw_5_jpg.rf.251577bb54d32d45d70b87498870b6c5.jpg;[103.55118560791016, 36.63103485107422, 991.9741821289062, 832.3078002929688];button to press with index finger;[585, 709.4300000000001, 631.43, 743];0.0022049236560412683
73;data/roboflow/saw_17_jpg.rf.5ce2bac53e73010826e4a9de3af91fc9.jpg;[37.40247344970703, 29.58043098449707, 396.5388488769531, 229.652587890625];button to press with index finger;[166, 395.36, 184.64, 424];0.0
74;data/roboflow/wacker_17_jpg.rf.59bbe305aa8c51bfde475e59faba15a3.jpg;[20.0101375579834, 211.66053771972656, 1430.8831787109375, 1230.9974365234375];button to press with index finger;[1135, 946.25, 1212.5, 975];0.0015492941142535544
75;data/roboflow/solder_19_jpg.rf.6ba82ef7654945a115827964553b9f86.jpg;[96.96007537841797, 78.15193939208984, 440.411376953125, 282.34844970703125];graspable handle;[288, 192.09000000000003, 398, 280];0.13788514585897899
76;data/roboflow/screwdriver_0_jpg.rf.47ddc4bdab6af5228c6456ea355534b8.jpg;[38.04597091674805, 22.88433837890625, 195.8162841796875, 206.13131713867188];graspable handle;[47, 249.67000000000002, 132.34, 356];0.0
77;data/roboflow/saw_11_jpg.rf.ef778852807d9700d37342481a46b674.jpg;[87.7789077758789, 134.56036376953125, 829.8902587890625, 507.2040710449219];button to press with index finger;[477, 227.5, 543, 243];0.003699242206093695
78;data/roboflow/wacker_1_jpg.rf.3aa1825fc5e85db70c628bbff2cef848.jpg;[107.09736633300781, 38.5450439453125, 705.8778686523438, 591.3720703125];button to press with index finger;[406, 244, 440.5, 266];0.0022928986528553026
79;data/roboflow/wrench_3_jpg.rf.5688e17fbf1f3fa1e675f1780e9bcdee.jpg;[424.0813903808594, 130.03639221191406, 633.4933471679688, 1180.202880859375];graspable handle;[496, 226, 566, 869];0.20466773453007323
80;data/roboflow/nail_18_jpg.rf.ca0aa65b5b35c49485de3519192627e9.jpg;[311.4115905761719, 251.8662109375, 2098.51416015625, 1818.4300537109375];button to press with index finger;[1350, 1072, 1400, 1197];0.002232453591695205
81;data/roboflow/nail_4_jpg.rf.004c821c0b80d982e00465f2ec4ce69f.jpg;[19.051387786865234, 68.5285415649414, 193.4669952392578, 238.5820770263672];button to press with index finger;[117, 113.16999999999999, 124.71, 124];0.002815216662788452
