img_id;img_path;pred_bbox;noun;target_bbox;iou
0;data/roboflow/screwdriver_19_jpg.rf.6250085fa1d7df8666abd0f2a6b03e19.jpg;[58.428958892822266, 33.961814880371094, 269.2163391113281, 204.92018127441406];place to grab with four fingers on the screwdriver;[213, 116, 254.85, 186];0.0812940081827916
1;data/roboflow/glue_13_jpg.rf.0df8478932e9b34ba87460e9bfd87b01.jpg;[747.9976806640625, 27.684236526489258, 750.0, 567.8495483398438];place to put pad of index finger on the glue gun;[249, 697.8299999999999, 317.33, 717];0.0
2;data/roboflow/saw_18_jpg.rf.ab0a958d9006ec43edf55d35ca68d3de.jpg;[0, 0, 0, 0];place to put pad of index finger on the circular saw;[410, 318.82, 425.45, 347];0.0
3;data/roboflow/solder_14_jpg.rf.51572171683d9fb98c4af7058ac33310.jpg;[56.526451110839844, 10.481681823730469, 239.12579345703125, 160.1923370361328];place to grab with four fingers on the solder iron;[123, 65, 221, 83];0.06452777059538815
4;data/roboflow/wacker_2_jpg.rf.d87338dbcfe8c38ef9f1aebd1f6c5e62.jpg;[0.0, 386.0, 79.2263412475586, 386.0];place to put pad of index finger on the weed wacker;[311, 136.86, 333.86, 149];0.0
5;data/roboflow/wrench_18_jpg.rf.14cf4c6c94b5729b581f65caf6cb8a50.jpg;[123.59619140625, 103.50881958007812, 682.3639526367188, 665.0731201171875];place to grab with four fingers on the wrench;[329, 158.75, 592.12, 410];0.2106828082756603
6;data/roboflow/saw_2_jpg.rf.72f9810ddb3e1e20ee87f6da5f52fabb.jpg;[1.2625120878219604, 21.85117530822754, 821.9080200195312, 859.0795288085938];place to put pad of index finger on the circular saw;[543, 686, 609.4300000000001, 716];0.0029005875789377107
7;data/roboflow/solder_11_jpg.rf.7aa6405f7bb7683bab7f4c9be42ffc63.jpg;[108.43185424804688, 23.217370986938477, 494.6437072753906, 288.2771911621094];place to grab with four fingers on the solder iron;[364, 212.24, 419.89, 284];0.03917843124580676
8;data/roboflow/saw_4_jpg.rf.2e854c7822c53ccda24e718afee152d1.jpg;[87.48961639404297, 57.0086555480957, 960.5490112304688, 866.2685546875];place to put pad of index finger on the circular saw;[511, 506, 549, 600];0.005055680724028215
9;data/roboflow/screwdriver_15_jpg.rf.8acaf201eba6395a5242d168d1a5a978.jpg;[814.8737182617188, 726.34814453125, 1086.0277099609375, 973.7376708984375];place to grab with four fingers on the screwdriver;[864, 251, 1064, 426];0.0
