img_id;img_path;pred_bbox;noun;target_bbox;iou
0;data/roboflow/screwdriver_19_jpg.rf.6250085fa1d7df8666abd0f2a6b03e19.jpg;[58.07313537597656, 28.91004180908203, 268.5336608886719, 202.87887573242188];graspable handle on the screwdriver;[213, 116, 254.85, 186];0.080011313377746
1;data/roboflow/glue_13_jpg.rf.0df8478932e9b34ba87460e9bfd87b01.jpg;[0, 0, 0, 0];button to press with index finger on the glue gun;[249, 697.8299999999999, 317.33, 717];0.0
2;data/roboflow/saw_18_jpg.rf.ab0a958d9006ec43edf55d35ca68d3de.jpg;[0, 0, 0, 0];button to press with index finger on the circular saw;[410, 318.82, 425.45, 347];0.0
3;data/roboflow/solder_14_jpg.rf.51572171683d9fb98c4af7058ac33310.jpg;[56.58183288574219, 10.058890342712402, 239.10684204101562, 163.75758361816406];graspable handle on the solder iron;[123, 65, 221, 83];0.06287905797691462
4;data/roboflow/wacker_2_jpg.rf.d87338dbcfe8c38ef9f1aebd1f6c5e62.jpg;[0.0, 386.0, 78.76044464111328, 386.0];button to press with index finger on the weed wacker;[311, 136.86, 333.86, 149];0.0
5;data/roboflow/wrench_18_jpg.rf.14cf4c6c94b5729b581f65caf6cb8a50.jpg;[125.68376922607422, 122.66680145263672, 682.0317993164062, 682.6666870117188];graspable handle on the wrench;[329, 158.75, 592.12, 410];0.2121902566071406
6;data/roboflow/saw_2_jpg.rf.72f9810ddb3e1e20ee87f6da5f52fabb.jpg;[0.0, 9.690884590148926, 822.06494140625, 840.2197875976562];button to press with index finger on the circular saw;[543, 686, 609.4300000000001, 716];0.0029189363781306076
7;data/roboflow/solder_11_jpg.rf.7aa6405f7bb7683bab7f4c9be42ffc63.jpg;[108.46794128417969, 16.946779251098633, 494.31689453125, 298.8825378417969];graspable handle on the solder iron;[364, 212.24, 419.89, 284];0.0368679552150658
8;data/roboflow/saw_4_jpg.rf.2e854c7822c53ccda24e718afee152d1.jpg;[93.77162170410156, 63.07439422607422, 956.4134521484375, 870.6246948242188];button to press with index finger on the circular saw;[511, 506, 549, 600];0.005127567112305013
9;data/roboflow/screwdriver_15_jpg.rf.8acaf201eba6395a5242d168d1a5a978.jpg;[813.2192993164062, 724.0865478515625, 1086.218017578125, 973.6107788085938];graspable handle on the screwdriver;[864, 251, 1064, 426];0.0
10;data/roboflow/allen_9_jpg.rf.df991db918e51a8a83d037dfcec94b82.jpg;[0, 0, 0, 0];graspable handle on the allen key;[271, 223.33000000000004, 426.83000000000004, 425];0.0
11;data/roboflow/glue_7_jpg.rf.5bb8f616e9372edbbeddb27fc765e336.jpg;[213.0594940185547, 17.561080932617188, 579.0901489257812, 325.17041015625];button to press with index finger on the glue gun;[331, 142.06, 343.19, 178];0.003891032128548085
12;data/roboflow/drill_12_jpg.rf.86686d019ed7cf722ad3d8a677027769.jpg;[0, 0, 0, 0];button to press with index finger on the drill;[114, 82.51, 125.62, 89];0.0
13;data/roboflow/screwdriver_18_jpg.rf.4beea6c8b01da09b5e98e8265415572f.jpg;[529.3853149414062, 641.5802001953125, 695.7921752929688, 1137.0902099609375];graspable handle on the screwdriver;[532, 108, 686, 505];0.0
14;data/roboflow/drill_0_jpg.rf.212ff2df5d728e39f939fd1dd4bcbb12.jpg;[980.646240234375, 0.0, 1181.65234375, 0.0];button to press with index finger on the drill;[524, 379.37, 635.88, 435];0.0
15;data/roboflow/nail_9_jpg.rf.3942bd693506149a09dec087470d9cb5.jpg;[41.21858215332031, 44.35110855102539, 434.1768798828125, 437.3226013183594];button to press with index finger on the nail gun;[317, 209.62, 335.85, 235];0.0030981002151852484
