img_id;img_path;pred_bbox;noun;target_bbox;iou
0;data/roboflow/screwdriver_19_jpg.rf.6250085fa1d7df8666abd0f2a6b03e19.jpg;[236.48422241210938, 201.62713623046875, 300.0, 225.0];hold on the screwdriver;[213, 116, 254.85, 186];0.0
1;data/roboflow/glue_13_jpg.rf.0df8478932e9b34ba87460e9bfd87b01.jpg;[0, 0, 0, 0];toggle on the glue gun;[249, 697.8299999999999, 317.33, 717];0.0
2;data/roboflow/saw_18_jpg.rf.ab0a958d9006ec43edf55d35ca68d3de.jpg;[27.701168060302734, 0.0, 657.5731201171875, 477.1712646484375];toggle on the circular saw;[410, 318.82, 425.45, 347];0.0014485814524787272
3;data/roboflow/solder_14_jpg.rf.51572171683d9fb98c4af7058ac33310.jpg;[0.0, 51.45082092285156, 221.4575653076172, 203.0];hold on the solder iron;[123, 65, 221, 83];0.05255989290087479
4;data/roboflow/wacker_2_jpg.rf.d87338dbcfe8c38ef9f1aebd1f6c5e62.jpg;[0.0, 226.706787109375, 368.9596862792969, 386.0];toggle on the weed wacker;[311, 136.86, 333.86, 149];0.0
5;data/roboflow/wrench_18_jpg.rf.14cf4c6c94b5729b581f65caf6cb8a50.jpg;[272.43377685546875, 129.0703125, 566.239013671875, 398.8238220214844];hold on the wrench;[329, 158.75, 592.12, 410];0.6442202240908924
6;data/roboflow/saw_2_jpg.rf.72f9810ddb3e1e20ee87f6da5f52fabb.jpg;[0.0, 0.0, 767.2857055664062, 488.0033874511719];toggle on the circular saw;[543, 686, 609.4300000000001, 716];0.0
7;data/roboflow/solder_11_jpg.rf.7aa6405f7bb7683bab7f4c9be42ffc63.jpg;[0.0, 16.974239349365234, 345.2572021484375, 360.0];hold on the solder iron;[364, 212.24, 419.89, 284];0.0
8;data/roboflow/saw_4_jpg.rf.2e854c7822c53ccda24e718afee152d1.jpg;[0.0, 0.0, 887.2559814453125, 998.0369262695312];toggle on the circular saw;[511, 506, 549, 600];0.004033814329297119
9;data/roboflow/screwdriver_15_jpg.rf.8acaf201eba6395a5242d168d1a5a978.jpg;[945.9310913085938, 956.4999389648438, 1200.0, 1200.0];hold on the screwdriver;[864, 251, 1064, 426];0.0
10;data/roboflow/allen_9_jpg.rf.df991db918e51a8a83d037dfcec94b82.jpg;[190.6003875732422, 0.0, 504.0299072265625, 171.89520263671875];hold on the allen key;[271, 223.33000000000004, 426.83000000000004, 425];0.0
11;data/roboflow/glue_7_jpg.rf.5bb8f616e9372edbbeddb27fc765e336.jpg;[0, 0, 0, 0];toggle on the glue gun;[331, 142.06, 343.19, 178];0.0
12;data/roboflow/drill_12_jpg.rf.86686d019ed7cf722ad3d8a677027769.jpg;[0.0, 83.31644439697266, 122.35200500488281, 167.0];toggle on the drill;[114, 82.51, 125.62, 89];0.004623554127219987
13;data/roboflow/screwdriver_18_jpg.rf.4beea6c8b01da09b5e98e8265415572f.jpg;[285.8394775390625, 446.52935791015625, 755.9600219726562, 878.1369018554688];hold on the screwdriver;[532, 108, 686, 505];0.03530599213378473
14;data/roboflow/drill_0_jpg.rf.212ff2df5d728e39f939fd1dd4bcbb12.jpg;[0.0, 0.0, 587.2821655273438, 515.3922119140625];toggle on the drill;[524, 379.37, 635.88, 435];0.011527732683798324
15;data/roboflow/nail_9_jpg.rf.3942bd693506149a09dec087470d9cb5.jpg;[0, 0, 0, 0];toggle on the nail gun;[317, 209.62, 335.85, 235];0.0
16;data/roboflow/glue_9_jpg.rf.7b6a82df2f4c1b116a5e2bdd2cfe3c15.jpg;[0, 0, 0, 0];toggle on the glue gun;[79, 98.27, 92.97, 109];0.0
17;data/roboflow/drill_16_jpg.rf.cadd6d5497ef2a4c016c9832375a457c.jpg;[0.0, 0.0, 382.9900817871094, 377.4877014160156];toggle on the drill;[283, 395, 316.89, 440];0.0
18;data/roboflow/nail_5_jpg.rf.ca1eee2f9c7757408ee343df35fc1ea6.jpg;[0, 0, 0, 0];toggle on the nail gun;[227, 183.37, 252, 206];0.0
19;data/roboflow/nail_7_jpg.rf.3e0076daeb458ae570dbf132f6fdfe7d.jpg;[0, 0, 0, 0];toggle on the nail gun;[530, 314.75, 561.88, 361];0.0
20;data/roboflow/nail_14_jpg.rf.150a2f2104fc95ae39d31e17eaa03196.jpg;[0, 0, 0, 0];toggle on the nail gun;[589, 424, 610, 509];0.0
21;data/roboflow/solder_10_jpg.rf.fa9d6f121c57717ec26d23a194ec2e93.jpg;[0.0, 0.0, 334.44720458984375, 225.19729614257812];hold on the solder iron;[192, 89.18, 330.13, 167];0.14272120247784606
22;data/roboflow/wrench_1_jpg.rf.1dca8e4e8d41fe556db62ebb6fce40d9.jpg;[305.2940368652344, 122.751220703125, 400.0, 266.8047180175781];hold on the wrench;[176, 111.59000000000003, 360.7, 206];0.17426773024684392
23;data/roboflow/screwdriver_4_jpg.rf.3e9089aafa51caaccba91397ff711ccc.jpg;[215.28372192382812, 238.82110595703125, 372.0169372558594, 382.6780700683594];hold on the screwdriver;[181, 68, 309.34000000000003, 195];0.0
24;data/roboflow/wrench_8_jpg.rf.84a4a4861e86f1c1176767964d453fcf.jpg;[45.30874252319336, 318.8233642578125, 201.99008178710938, 400.0];hold on the wrench;[118, 119, 313.33000000000004, 285];0.0
25;data/roboflow/hammer_14_jpg.rf.9f9e774553b5d79ab6a80096d9e248e7.jpg;[190.63540649414062, 93.90890502929688, 540.8463745117188, 415.89886474609375];hold on the hammer;[437, 105, 626, 307];0.16140418858343628
26;data/roboflow/screwdriver_16_jpg.rf.7ecda12851ea53649db62e4c1ec00d34.jpg;[1024.73779296875, 687.3561401367188, 1300.0, 992.0];hold on the screwdriver;[169, 252.16000000000008, 559, 523];0.0
27;data/roboflow/allen_1_jpg.rf.5b9dbe6b90dbb311d50ce0bf7cdd94af.jpg;[0.0, 956.4957275390625, 245.98788452148438, 1200.0];hold on the allen key;[184, 478, 1170, 569];0.0
28;data/roboflow/screwdriver_12_jpg.rf.fb58d324f595dce4a1561b146bf1e823.jpg;[851.3425903320312, 519.0933227539062, 1080.0, 720.0];hold on the screwdriver;[500, 420.22, 588.89, 658];0.0
29;data/roboflow/screwdriver_11_jpg.rf.86ab0bb274d61307b1c8c456a1da45eb.jpg;[236.48435974121094, 168.0, 300.0, 168.0];hold on the screwdriver;[93, 99.84, 125.82, 135];0.0
30;data/roboflow/wrench_16_jpg.rf.703192c2275ab50e76511cd07c5f0fa9.jpg;[0.0, 686.525634765625, 426.3807373046875, 1118.085693359375];hold on the wrench;[306, 500, 691, 797];0.046654118393963606
