img_id;img_path;pred_bbox;noun;target_bbox;iou
0;data/roboflow/screwdriver_19_jpg.rf.6250085fa1d7df8666abd0f2a6b03e19.jpg;[53.67634963989258, 33.180145263671875, 265.785400390625, 194.82325744628906];handle on the screwdriver;[213, 116, 254.85, 186];0.08544312000005609
1;data/roboflow/glue_13_jpg.rf.0df8478932e9b34ba87460e9bfd87b01.jpg;[0, 0, 0, 0];trigger on the glue gun;[249, 697.8299999999999, 317.33, 717];0.0
2;data/roboflow/saw_18_jpg.rf.ab0a958d9006ec43edf55d35ca68d3de.jpg;[0, 0, 0, 0];trigger on the circular saw;[410, 318.82, 425.45, 347];0.0
3;data/roboflow/solder_14_jpg.rf.51572171683d9fb98c4af7058ac33310.jpg;[57.999481201171875, 32.60205078125, 239.14466857910156, 147.49356079101562];handle on the solder iron;[123, 65, 221, 83];0.08475861336704034
4;data/roboflow/wacker_2_jpg.rf.d87338dbcfe8c38ef9f1aebd1f6c5e62.jpg;[111.52896118164062, 95.00775146484375, 623.65283203125, 343.6708068847656];trigger on the weed wacker;[311, 136.86, 333.86, 149];0.0021792578933653643
5;data/roboflow/wrench_18_jpg.rf.14cf4c6c94b5729b581f65caf6cb8a50.jpg;[147.1659698486328, 84.56139373779297, 691.6238403320312, 646.6439819335938];handle on the wrench;[329, 158.75, 592.12, 410];0.21602077433239045
6;data/roboflow/saw_2_jpg.rf.72f9810ddb3e1e20ee87f6da5f52fabb.jpg;[0, 0, 0, 0];trigger on the circular saw;[543, 686, 609.4300000000001, 716];0.0
7;data/roboflow/solder_11_jpg.rf.7aa6405f7bb7683bab7f4c9be42ffc63.jpg;[114.38357543945312, 16.783103942871094, 502.2272644042969, 297.62408447265625];handle on the solder iron;[364, 212.24, 419.89, 284];0.03682131802086809
8;data/roboflow/saw_4_jpg.rf.2e854c7822c53ccda24e718afee152d1.jpg;[0, 0, 0, 0];trigger on the circular saw;[511, 506, 549, 600];0.0
9;data/roboflow/screwdriver_15_jpg.rf.8acaf201eba6395a5242d168d1a5a978.jpg;[228.21665954589844, 218.0750274658203, 1100.3116455078125, 989.68017578125];handle on the screwdriver;[864, 251, 1064, 426];0.052012668783111664
10;data/roboflow/allen_9_jpg.rf.df991db918e51a8a83d037dfcec94b82.jpg;[270.41424560546875, 106.1198501586914, 789.245361328125, 314.50482177734375];handle on the allen key;[271, 223.33000000000004, 426.83000000000004, 425];0.11335831519616336
11;data/roboflow/glue_7_jpg.rf.5bb8f616e9372edbbeddb27fc765e336.jpg;[0, 0, 0, 0];trigger on the glue gun;[331, 142.06, 343.19, 178];0.0
12;data/roboflow/drill_12_jpg.rf.86686d019ed7cf722ad3d8a677027769.jpg;[0, 0, 0, 0];trigger on the drill;[114, 82.51, 125.62, 89];0.0
13;data/roboflow/screwdriver_18_jpg.rf.4beea6c8b01da09b5e98e8265415572f.jpg;[514.9329833984375, 195.6817169189453, 696.2324829101562, 1094.52587890625];handle on the screwdriver;[532, 108, 686, 505];0.2699433914925213
14;data/roboflow/drill_0_jpg.rf.212ff2df5d728e39f939fd1dd4bcbb12.jpg;[0, 0, 0, 0];trigger on the drill;[524, 379.37, 635.88, 435];0.0
15;data/roboflow/nail_9_jpg.rf.3942bd693506149a09dec087470d9cb5.jpg;[0, 0, 0, 0];trigger on the nail gun;[317, 209.62, 335.85, 235];0.0
16;data/roboflow/glue_9_jpg.rf.7b6a82df2f4c1b116a5e2bdd2cfe3c15.jpg;[62.80464553833008, 30.27623176574707, 151.69265747070312, 69.63272857666016];trigger on the glue gun;[79, 98.27, 92.97, 109];0.0
