img_id;text_output;pred_bbox;target_bbox;iou
0;```json [431, 523, 600, 686] ```;[156, 96, 205, 135];[213, 39, 254.85, 109];0.0
1;```json [334, 188, 412, 335] ```;[141, 334, 251, 412];[249, 283, 317.33, 302.17];0.0
2;```json [571, 428, 625, 461] ```;[299, 319, 322, 350];[410, 213, 425.45, 241.18];0.0
3;```json [574, 473, 697, 886] ```;[117, 116, 220, 141];[123, 120, 221, 138];0.6733513305052063
4;```json [376, 74, 574, 136] ```;[50, 145, 93, 221];[311, 237, 333.86, 249.14];0.0
5;```json [499, 535, 900, 906] ```;[401, 374, 679, 675];[329, 340, 592.12, 591.25];0.38350718895521113
6;```json [105, 403, 243, 523] ```;[483, 94, 627, 218];[543, 184, 609.4300000000001, 214];0.11160954301075279
7;```json [118, 551, 517, 898] ```;[297, 42, 484, 186];[364, 76, 419.89, 147.76];0.14894037433155075
8;```json [481, 422, 589, 493] ```;[506, 577, 591, 706];[511, 600, 549, 694];0.3257637938896489
9;```json [609, 682, 810, 828] ```;[818, 730, 993, 972];[864, 774, 1064, 949];0.41214057507987223
10;```json [370, 337, 588, 629] ```;[269, 196, 503, 312];[271, 107, 426.83000000000004, 308.66999999999996];0.4280940616933172
11;```json [653, 671, 746, 742] ```;[405, 222, 448, 253];[331, 162, 343.19, 197.94];0.0
12;```json [662, 631, 742, 693] ```;[157, 110, 173, 123];[114, 78, 125.62, 84.49];0.0
13;```json [499, 435, 956, 580] ```;[522, 598, 696, 1147];[532, 695, 686, 1092];0.6400142369616649
14;```json [400, 201, 478, 280] ```;[241, 285, 336, 341];[524, 279, 635.88, 334.63];0.0
15;```json [571, 559, 717, 659] ```;[313, 274, 369, 344];[317, 245, 335.85, 270.38];0.0
16;```json [289, 380, 347, 422] ```;[76, 52, 84, 62];[79, 71, 92.97, 81.73];0.0
17;```json [344, 251, 525, 422] ```;[178, 244, 299, 372];[283, 270, 316.89, 315];0.0441906211544186
18;```json [338, 463, 461, 578] ```;[222, 108, 277, 147];[227, 114, 252, 136.63];0.2637529137529137
19;```json [514, 661, 562, 699] ```;[846, 370, 894, 404];[530, 359, 561.88, 405.25];0.0
20;```json [474, 235, 698, 442] ```;[282, 568, 530, 837];[589, 691, 610, 776];0.0
21;```json [290, 74, 796, 679] ```;[45, 101, 420, 277];[192, 182, 330.13, 259.82];0.16286782727272725
22;```json [440, 427, 700, 975] ```;[170, 161, 390, 257];[176, 162, 360.7, 256.40999999999997];0.8256404829545452
23;```json [564, 477, 819, 793] ```;[190, 225, 317, 327];[181, 205, 309.34000000000003, 332];0.7126653201018708
24;```json [388, 437, 587, 614] ```;[174, 155, 245, 234];[118, 115, 313.33000000000004, 281];0.1729849824732812
25;```json [597, 507, 773, 640] ```;[453, 355, 572, 460];[437, 289, 626, 491];0.3272827282728273
26;Here are the bounding box detections: ```json [ {box_2d: [636, 117, 751, 303], label: handle} ] ``` Based on the object detections, the optimal area for four fingers to grasp the screwdriver is: ```json [ 636, 117, 751, 303 ] ```;[152, 630, 393, 744];[169, 469, 559, 739.8399999999999];0.22677180217339674
27;```json [394, 214, 573, 806] ```;[256, 472, 967, 687];[184, 631, 1170, 722];0.19635556651460978
